temp,humi,soil_humi,bright,air_p,light,fan,water
32.921094251683044,3,2644,1773,1133.9664262106382,0,1,2
21.43901701109636,41,1987,239,1194.1527156274158,1,0,0
20.794862795863565,34,2083,2050,952.778127010336,0,0,0
21.396429534098594,22,3332,2240,959.3185261723646,0,0,1
18.205529656998856,20,2617,2777,993.9090330280434,0,0,2
15.02438148323616,69,3900,847,1168.2406409137423,1,0,1
25.888669912731903,88,2575,2447,994.7802978074707,0,0,2
31.2293210526807,37,2765,2822,997.583635859515,0,1,2
20.736643039745704,27,3298,1608,1068.2647052476214,0,0,1
25.58636164802832,92,3384,2929,936.5293829393332,0,0,1
25.030120751857552,1,1820,1168,973.0056453852153,1,0,0
30.014327032351254,25,2817,1187,1038.93363487532,1,1,2
36.580563101375915,23,2407,1191,1140.7853266674206,1,1,2
26.32047621775274,6,3227,428,1056.2809029676134,1,0,1
25.34955379476171,15,2110,1608,966.7056216274059,0,0,0
27.406136049078853,79,3707,711,951.0307366090962,1,1,1
20.90219888153813,20,2462,2763,1142.5198301288394,0,0,2
39.82251286435268,87,2658,1710,1119.3438249715218,0,1,2
37.93886132858486,33,3228,1744,938.4007083166839,0,1,1
17.515865902505954,82,3038,453,1063.2702071879585,1,0,1
27.031670406670248,5,2702,2016,979.9757843378527,0,1,2
21.419089651480085,58,3045,1959,1154.926805382511,0,0,1
23.5733200256675,41,3013,362,947.0600162063455,1,0,1
27.262995144650766,82,2240,1768,1061.1610627188686,0,1,0
36.042608308111085,11,3142,1451,980.7706555503561,1,1,1
31.063668500536778,40,3857,1103,1029.3337784388696,1,1,1
17.001541407895445,63,3688,1276,1084.229855747253,1,0,1
38.245394292802644,5,2369,154,1146.0159402206468,1,1,0
30.67241777116805,6,2970,1856,1046.0828497478742,0,1,2
39.668553932511756,0,3068,2936,963.3949340766668,0,1,1
15.203483564266573,61,2117,442,1009.4561064580677,1,0,0
18.472840051139066,6,3379,1406,1184.1724979141322,1,0,1
37.4838014788771,22,1862,2727,1068.3877478788024,0,1,0
39.31507247743397,33,1919,2680,1050.6147231063048,0,1,0
24.217942288903387,78,2575,183,1120.811125597082,1,0,2
15.88383963367027,93,2238,2728,1040.0472756520946,0,0,0
30.261536864452562,15,2873,443,1043.6645502972437,1,1,2
30.25659860861595,12,2751,879,969.5010111611308,1,1,2
36.37836083782534,63,3504,427,1068.772070387265,1,1,1
18.638964902063524,87,3780,2053,1168.6605369782974,0,0,1
19.85208997191198,55,1917,1948,1092.1869648732425,0,0,0
18.45428685285262,47,3953,2704,1023.6127405815301,0,0,1
22.482740792725096,98,2139,2570,955.9579824833163,0,0,0
24.742483262547616,84,3665,2974,914.6856578196966,0,0,1
29.043682359422256,100,2873,513,1091.7453675465977,1,1,2
32.46971590656901,17,3747,2289,1030.2175435964298,0,1,1
29.735936964021562,38,2535,1106,1079.4466628467621,1,1,2
27.94045376905921,21,3327,1889,1092.7193790190656,0,1,1
18.367381207710093,41,3405,1780,957.5232873377344,0,0,1
36.132187890786525,6,2547,599,1184.5612490665758,1,1,2
17.668640391074895,30,3086,2856,1173.8254198442178,0,0,1
20.0168135899878,4,3921,1235,1003.8119315481424,1,0,1
39.40601961841569,80,1953,2106,1015.8935965018427,0,1,0
36.6152921941415,84,2704,2737,942.0871314875579,0,1,2
28.516829576079036,91,2123,2201,1143.3899840057577,0,1,0
30.903937579913816,70,3285,2436,1124.7807791422708,0,1,1
31.447697522207097,33,2693,1040,1081.5597872548715,1,1,2
25.22676048440049,0,3820,1115,1026.2134410393312,1,0,1
24.04479294130492,58,3742,2586,1033.4549264925288,0,0,1
16.95708101105843,33,3205,1853,1170.779540018991,0,0,1
35.599969620140044,30,2423,783,1057.7524063463927,1,1,2
18.129675855393664,19,1822,1856,1059.120504851138,0,0,0
28.366371935270287,79,1955,1332,927.1334917855099,1,1,0
16.4973268776774,86,1807,1053,964.8647532569194,1,0,0
22.67550459610731,28,3840,246,966.6351889357843,1,0,1
22.086403790516968,11,3932,2527,1168.1711726318406,0,0,1
34.551951440950575,97,2358,1483,1098.3306224275498,1,1,0
28.392325090281048,85,2551,1714,1076.1057760527228,0,1,2
32.250776156076554,96,3819,1270,1168.9750023028623,1,1,1
30.56537356056232,97,2418,162,931.7480824617144,1,1,2
31.29900365416736,67,2429,1274,1014.9855392682465,1,1,2
36.00586750671715,2,2853,2087,980.075813870802,0,1,2
26.530818024484763,29,3000,1974,1010.9265200225302,0,0,1
39.095577166677884,17,2659,2508,1183.8803965709071,0,1,2
37.91533438305346,93,2116,813,1084.084611776868,1,1,0
18.84052465559741,79,2143,8,1152.911832563627,1,0,0
20.226890696830356,44,3892,1843,1106.712115486859,0,0,1
33.36372251667633,18,2731,1306,963.7736571867326,1,1,2
32.26511302278813,75,3856,1745,1140.9013217835454,0,1,1
33.92006645915116,11,2371,1207,913.4319637873585,1,1,0
34.16210573752174,87,1902,446,1189.6342537589562,1,1,0
29.694808402121872,51,3548,913,931.0796322466874,1,1,1
30.185577168465343,63,3742,1172,1103.5290227376975,1,1,1
35.29173320555559,52,3588,703,909.9440052122364,1,1,1
19.97923609916078,93,3077,263,1006.3460765127013,1,0,1
29.039189393683934,84,3858,1620,991.8362505253731,0,1,1
26.959081811451675,16,3953,1245,1143.550686235445,1,0,1
33.46178977437958,68,3325,802,1077.560078222074,1,1,1
39.783538050911815,100,2030,1622,987.8803353156992,0,1,0
24.858432086706507,1,3897,1198,1041.4011427125558,1,0,1
37.60596380895555,63,1972,1802,1070.795732526703,0,1,0
39.81567204305286,1,2039,2294,1142.633385239622,0,1,0
24.84215752661347,73,2805,2307,1080.0384227866539,0,0,2
17.37486993175814,19,2753,415,934.8230225631208,1,0,2
29.997204512276575,100,3811,892,1047.3349187078873,1,1,1
16.527079929816683,27,2300,1400,1138.5899090468051,1,0,0
29.36696699191841,54,2457,402,993.3592999050057,1,1,2
38.988311878365266,12,2801,1894,972.8110925141857,0,1,2
33.9967690899733,33,3548,2184,1148.149113685829,0,1,1
33.781758593359974,22,2288,2392,915.7032107553468,0,1,0
18.194267673837068,45,2835,1472,1064.814074050503,1,0,2
36.7428754494867,3,3620,473,1126.410176189396,1,1,1
37.87169366943549,46,3036,981,1176.900251942091,1,1,1
37.94319856654931,44,2455,152,1141.3538011637102,1,1,2
21.257372073280525,76,3757,172,1078.1723683737844,1,0,1
25.926652272427575,32,3893,1700,1085.2921047958084,0,0,1
15.403030646556541,31,2633,2334,1101.0916109294603,0,0,2
20.383515143430046,88,2855,1459,977.9818450171151,1,0,2
34.829366506536765,57,2533,2221,1169.5902498871046,0,1,2
20.292359331931213,61,2157,374,985.950512592111,1,0,0
18.8363995223257,20,3354,2150,1094.9828155788177,0,0,1
20.383135463988086,9,1870,2298,1012.927964831401,0,0,0
38.44348266884289,18,3983,2435,1066.223245668262,0,1,1
35.28436019937971,29,2327,879,1120.7653836202812,1,1,0
36.86547190862781,26,3523,1128,909.3235182940301,1,1,1
26.042003752509906,75,2999,1292,1031.8877788684852,1,0,2
23.81105103905478,98,3640,60,974.7308927667434,1,0,1
32.38307748335333,64,3852,17,1154.2647833322098,1,1,1
36.67122920393816,29,2517,743,1093.6298476869881,1,1,2
17.911938162215872,52,3065,727,1195.4308063658586,1,0,1
20.803801591701564,72,3673,2924,928.066280124716,0,0,1
20.586326909554884,21,3212,2369,1176.9881966175853,0,0,1
27.552758068624634,51,3418,2587,1010.7068346420573,0,1,1
16.320159216231765,19,3910,597,1136.6053426526057,1,0,1
29.73898375405948,47,3530,2062,1044.6529155455971,0,1,1
39.92928361935067,56,3842,322,1041.473356607145,1,1,1
15.634159844047188,32,2515,2319,1175.3499986700353,0,0,2
36.9972759619825,20,1930,2115,1008.9127717311159,0,1,0
34.10119768505477,87,3497,892,903.9015431214204,1,1,1
28.07618202935565,12,3549,1850,1169.3512210445163,0,1,1
32.433869185873206,89,3516,981,913.6794509078276,1,1,1
24.86121625451645,59,3085,502,925.2499730923345,1,0,1
36.727689962970956,54,3567,1351,912.7324898454119,1,1,1
26.280752451042513,8,3362,2060,1043.0008865502493,0,0,1
16.677092962849773,11,3718,2897,908.4262319333718,0,0,1
36.06740411717091,34,2279,1432,951.7436690005615,1,1,0
31.878285277012992,100,2774,1629,985.8402168974623,0,1,2
24.892516007308966,54,2696,1629,1043.9058791323837,0,0,2
31.202969280969615,59,3068,238,913.0780497739794,1,1,1
22.526207961326865,14,3398,519,1094.2129922805668,1,0,1
32.759303269965784,77,3819,179,934.9093543133879,1,1,1
27.845269545400278,51,2496,1512,950.6000813333211,0,1,2
39.78871041920675,72,3887,1805,1001.876936322903,0,1,1
32.145600473188466,22,1935,2621,901.6097678645124,0,1,0
39.45863033416218,94,3707,1560,971.3881389848173,0,1,1
33.619460355647306,40,3625,2130,999.0698707069445,0,1,1
22.14009470235567,2,3953,2995,989.097505130861,0,0,1
15.790910657085163,73,3061,2655,1144.2576077006809,0,0,1
30.366766433931915,40,3464,2350,1070.8141216064903,0,1,1
34.64699692511662,39,2594,1314,1135.488405937794,1,1,2
28.30513335072802,78,3608,320,1119.2273806722028,1,1,1
34.92049398292025,48,3505,2851,907.1791337931054,0,1,1
36.09720125891879,36,3028,1508,911.8930428994098,0,1,1
20.594132186225252,72,2340,2838,1117.7889802539394,0,0,0
27.3819342682339,74,3192,2021,1011.1133249259557,0,1,1
39.068722053058124,31,2556,2064,1158.829981085466,0,1,2
30.347685393851204,4,3175,2262,1051.0312405578322,0,1,1
28.75153688341944,69,3037,2714,1185.6067753167022,0,1,1
38.997080591872944,0,3528,642,1199.308620427695,1,1,1
34.16831219143312,20,2156,2629,1169.0199897690695,0,1,0
30.591087508688048,50,3726,1736,928.8377330328944,0,1,1
